text,class
Serous borderline tumor of the fallopian tube in a patient with Klippel-Trenaunay syndrome. We describe a case of a 3-year-old girl with Klippel-Trenaunay syndrome who presented with an enlarging abdominal mass caused by a serous borderline tumor of the fallopian tube. This case is notable for the rarity of this neoplasm in a premenarchal patient as well as the association with this syndrome. We briefly review these entities and the significance of malignancy in Klippel-Trenaunay syndrome.,cancer
"Primary endobronchial schwannoma. Primary intrabronchial neurilemmas, also called schwannomas, are extremely rare tumors that originate from Schwann cells. We report a case of intrabronchial schwannoma arising in the left main bronchus in an 8-year-old child. The diagnosis was made by bronchofiberscopic biopsy. Although the tumor was benign, the patient was subjected to left pneumonectomy because of destruction of the pulmonary parenchyma distal to the obstruction. The diagnosis of intrabronchial schwannoma was supported pathologically with characteristic findings on Antoni A and Antoni B areas. This case is unique in that it is the youngest case in the literature.",cancer
"American Pediatric Surgical Association New Technology Committee review on video-assisted thoracoscopic surgery for childhood cancer. BACKGROUND/PURPOSE: Although the use of minimally invasive surgical (MIS) techniques for children with cancer is being practiced by some, its role remains unclearly defined. The purpose of this review was to describe the current literature on MIS for thoracic and mediastinal lesions in children. METHODS: We performed a literature search for English studies that evaluated MIS techniques for biopsy or resection in children with suspected or established cancer. Only studies with greater than 20 patients were included in the review. RESULTS: Ten studies were included for review. Each represented institutional retrospective reviews of experience. Seven were single-institution studies, and 3 were multi-institutional. There were no prospective nor randomized identified. CONCLUSIONS: Based on primarily retrospective and observational data, the use of MIS for children with cancer who have pulmonary and mediastinal lesions seems to be effective and safe. Ideally, prospective studies are needed to evaluate this further.",cancer
"Impact of tumor viability at second-look procedures performed before completing treatment on the Intergroup Rhabdomyosarcoma Study Group protocol IRS-IV, 1991-1997: a report from the children's oncology group. PURPOSES: The aims of the study were to compare results of clinical/radiographic studies before second-look procedures (SLP) with SLP specimens from patients with gross residual sarcoma at diagnosis and to relate tumor viability to outcome. PATIENTS: Seventy-three patients underwent SLP before completing chemotherapy, with (n = 59) or without (n = 14) radiotherapy. Tumor sites were bladder/prostate (n = 27), head/orbit/parameningeal (n = 22), extremity/trunk (n = 14), and retroperitoneum/pelvis (n = 10). RESULTS: Of 14 patients, 1 (7%) with clinical/radiographic complete response (CR) had viable tumor. Of 59 patients, 35 (59%) without CR had viable tumor. Five-year failure-free survival (FFS) rates were 81% in 37 patients without viable tumor and 53% in 36 patients with viable tumor (Cox proportional hazards adjusted P = .05). Five-year FFS rates were 67% in 15 patients with clear margins and 43% in 21 patients with tumor-involved margins (n = 18) or viable gross tumor (n = 3) (Cox proportional hazards adjusted P = .04). Five-year survival was 78% to 79% among 73 patients with and 333 patients without SLP during treatment. CONCLUSIONS: Second-look procedures can show whether viable tumor is present and may be beneficial in selected patients with rhabdomyosarcoma. Disappearance of tumor (CR) usually correlated with no viable tumor at SLP. However, 41% of patients without CR had no viable tumor. Those without viable tumor had increased FFS but not survival compared to those with viable tumor.",cancer
"Primary hepatic sarcomas in children--a single-center experience over 19 years. BACKGROUND/PURPOSE: Primary hepatic sarcomas are rare and account for about 13% of primary hepatic neoplasms. There are few reported series of pediatric hepatic sarcomas, and the aim was to review our experience. METHODS: A retrospective analysis of cases managed from 1988 to 2007 by the pediatric liver unit in Birmingham, UK, was conducted. RESULTS: Nineteen children were identified. These presented with sudden abdominal pain (n = 6), obstructive jaundice (n = 3), incidental mass (n = 3), and chronic pain/distension (n = 3). Vascular involvement was identified in 3, and 6 had pulmonary metastases. Three patients had primary resection, and 3 only a biopsy. Thirteen had a biopsy followed by chemotherapy and resection. Surgery included extended hepatectomy (n = 11), hepatectomy (n = 3), and nonanatomical resections (n = 2). There was 1 major intraoperative complication. Median inpatient stay was 7 days. One biliary leak developed 4 weeks postoperatively. Five of the 16 patients who underwent resection of the primary tumor died. Eleven were alive at a median follow-up of 3 years. CONCLUSION: This is a challenging group of patients. Local control remains pivotal to successful treatment. Good results can be achieved in a specialist center with multidisciplinary approach.",cancer
"Diagnosis and management of biliary cystic malformations in neonates. PURPOSE: Recent advances in ultrasonography have made it possible to identify biliary atresia (BA) and choledochal cyst (CC) with biliary cystic malformations (BCM) both prenatally and neonatally. The early differential diagnosis between BA and CC is extremely important because operations must be performed as soon as possible before the livers of BA patients advance to an irreversible cirrhotic stage. The aim of this study was to differentiate patients with BCM and to determine the best course of management in the neonatal period. METHODS: The medical records of patients that were diagnosed with BCM by a prenatal or neonatal ultrasound between 1997 and 2008 were reviewed. We retrospectively divided the BCM patients into the BA and CC groups and then compared the results of ultrasound, computed tomography, and laboratory tests between the 2 groups. RESULTS: Ten patients were enrolled in the study. The median age at the time of corrective surgery was 74 days (range, 24-206 days). All of the BA cases received an operation by the time they were 60 days old. In the BA group (5 patients), the mean cyst size was 15 mm, the mean direct bilirubin (D-Bil) was 3.3 mg/dL, and the mean total bile acid (TBA) was 138.1 micromol/L at 30 days of age, whereas in the CC group (5 patients), cyst size, D-Bil, and TBA were 40 mm, 0.9 mg/dL, and 46.9 micromol/L, respectively. These differences between the 2 groups were statistically significant. All of the patients with CC successfully cleared their jaundice, whereas 4 patients with BA subsequently required liver transplantation for liver failure. In our study, all patients with BCM less than 21 mm, D-Bil greater than 2.5 mg/dL, and TBA greater than 111 micromol/L in the neonatal period were diagnosed with BA. CONCLUSIONS: Our data suggested that patients with BCM smaller than 21 mm, D-Bil higher than 2.5 mg/dL, and TBA higher than 111 micromol/L in the neonatal period were more likely to have BA than CC. This potential diagnosis should be surgically examined and corrected as soon as possible.",cancer
"Pilonidal cyst involving the clitoris in an 8-year-old girl--a case report and literature review. Pilonidal disease is common among adolescents and adults, mainly located in the sacral area. Pilonidal disease involving the clitoris is extremely rare and has not been described in premenarcheal girls. We present a case of a recurrent pilonidal periclitoral cyst in an 8-year-old girl which was surgically treated.",cancer
Hepatoblastoma in association with bilateral polycystic kidneys. We describe the first known case of hepatoblastoma associated with bilateral autosomal recessive polycystic kidney disease in a preterm twin boy. The diagnostic and therapeutic considerations are addressed. The patient survived after primary hepatectomy operation and administration of modified adjuvant chemotherapy.,cancer
"Retropleural teratoma presenting as an abdominal mass in a 9-month-old boy. BACKGROUND: Teratomas are rare tumors that present most commonly in the anterior mediastinum and retroperitoneum. To date, the retropleural primary site has not been reported. CASE PRESENTATION: A 9-month-old boy presented with a large, painless, right-sided abdominal mass. Laboratory values, including tumor markers alpha-fetoprotein and beta-human chorionic gonadotropin, were within normal limits. Diagnostic imaging, including abdominal ultrasound, computed tomographic scan, and magnetic resonance imaging, suggested a large retroperitoneal mass consistent with a teratoma. Because the mass was thought to be arising from the retroperitoneum, an abdominal approach was chosen. After adequate exposure, it became clear that the tumor was arising from above the diaphragm. The diaphragm was incised, and the pleural cavity was entered. The tumor was found in the retropleural space where it was dissected away from the inferior vena cava, aorta, and chest wall. The patient recovered without complications. RESULTS: Histologic examination revealed a mature cystic teratoma with no malignant features. The patient has been disease-free at 7-year follow-up, based upon both clinical examination and diagnostic imaging. CONCLUSION: This is the first case report of a teratoma arising from the retropleural space. Preoperative imaging may be inaccurate for guiding surgical planning because the diaphragm may not be clearly visualized with current diagnostic techniques. Surgeons should be cautious regarding the location of tumors that arise near the diaphragm and should plan surgical resection carefully.",cancer
"Appendiceal carcinoid tumor with lymph node metastasis in a child: case report and review of the literature. Most appendiceal carcinoids (ACs) in children present without lymph node metastasis. Lymph node metastasis is rarely present when primary tumor diameter exceeds 1 cm. We present the extraordinary case of an AC with a primary tumor diameter of 0.7 cm and infiltration of the mesentery, as well as 1 positive lymph node of the mesentery in a 14-year-old boy. Besides adding a rare case, we review the data published in the current literature on AC with lymph node metastasis in children and summarize up-to-date guidelines for diagnostic workup, therapy, and follow-up.",cancer
"Centchroman mediated apoptosis involves cross-talk between extrinsic/intrinsic pathways and oxidative regulation. AIMS: Centchroman (CC) has been established as a potent antineoplastic agent in MCF-7 (ER+ve) and MDA MB-231 (ER-ve) Human Breast Cancer Cells (HBCCs) previously by us. To elucidate its antineoplastic action, we investigated the factors involved in cell-cycle progression and apoptosis. MAIN METHODS: Tamoxifen (TAM), a widely used antiestrogen was employed as a positive control. Role of Cycloheximide (CHX), Actinomycin-D (Act-D) and caspases were explored using specific inhibitors. Involvement of cell-cycle and apoptosis related factors were explored using western blotting and immunoprecipitation. KEY FINDINGS: Metabolic inhibitors viz. CHX, Act-D and pan-Caspase inhibitor, Z-VAD-FMK attenuated CC-induced apoptosis. The upregulation of both p21(Waf1/Cip1) and p27(Kip1) along with p21-CDK6 (Cyclin Dependent Kinase 6) and p21-PCNA (Proliferating Cell Nuclear Antigen) interaction suggests their role in CC-induced cell-cycle arrest. The downregulation of Cyclin-D(1) and -E levels further confirms the antiestrogenic profile of CC. Unlike MDA MB-231, in MCF-7 cells, CC upregulates the level of phospho-p53 (Ser-15) and FasL, suggesting the involvement of extrinsic pathway. CC altered the intracytosolic balance of members of Bcl-2 family along with the cleavage of Poly (ADP-ribose) polymerase (PARP), Bcl-X(L), Bid and AIF (Apoptosis Inducing Factor). The evaluation of Mitogen Activated Protein Kinases (MAPKs) using specific inhibitors and Western blotting confirms CC-induced the upregulation of phospho-c-Jun and phospho-p38. Additionally elevated SOD (Superoxide Dismutase) and unaltered CAT (Catalase) expression further suggest the involvement of oxidative stress. SIGNIFICANCE: These results confirm that the antineoplasticity of CC in MCF-7 and MDA MB-231 cells involves the extrinsic and intrinsic pathways of apoptosis along with oxidative stress.",cancer
"MDM2 promotes cell motility and invasiveness through a RING-finger independent mechanism. Recent studies connect MDM2 with increased cell motility, invasion and/or metastasis proposing an MDM2-mediated ubiquitylation-dependent mechanism. Interestingly, in renal cell carcinoma (RCC) p53/MDM2 co-expression is associated with reduced survival which is independently linked with metastasis. We therefore investigated whether expression of p53 and/or MDM2 promotes aggressive cell phenotypes. Our data demonstrate that MDM2 promotes increased motility and invasiveness in RCC cells (N.B. similar results are obtained in non-RCC cells). This study shows for the first time both that endogenous MDM2 significantly contributes to cell motility and that this does not depend upon the MDM2 RING-finger, i.e. is independent of ubiquitylation (and NEDDylation). Our data suggest that protein-protein interactions provide a likely mechanistic basis for MDM2-promoted motility which may constitute future therapeutic targets.",cancer
"Induction of gastric cancer cell adhesion through transforming growth factor-beta1-mediated peritoneal fibrosis. BACKGROUND: Peritoneal dissemination is one of the main causes of death in gastric cancer patients. Transforming growth factor-beta1 (TGF-beta1), one of the most potent fibrotic stimuli for mesothelial cells, may play a key role in this processing. The purpose of this study is to elucidate the effects of TGF-beta1 on regulation of gastric cancer adhesion to mesothelial cells. METHODS: Peritoneal tissues and peritoneal wash fluid were obtained for hematoxylin and eosin staining or ELISA to measure fibrosis and TGF-beta1 levels, respectively. The peritoneal mesothelial cell line, HMrSV5, was used to determine the role of TGF-beta1 in regulation of gastric cancer cell adhesion to mesothelial cells and expression of collagen, fibronectin, and Smad 2/3 by using adhesion assay, western blot, and RT-PCR. RESULTS: The data showed that TGF-beta1 treatment was able to induce collagen III and fibronectin expression in the mesothelial cells, which was associated with an increased adhesion ability of gastric cancer cells, but knockdown of minimal sites of cell binding domain of extracellular matrix can partially inhibit these effects. CONCLUSION: Peritoneal fibrosis induced by TGF-beta1 may provide a favorable environment for the dissemination of gastric cancer.",cancer
"Synthesis and biological evaluation of Apogossypolone derivatives as pan-active inhibitors of antiapoptotic B-cell lymphoma/leukemia-2 (Bcl-2) family proteins. Overexpression of antiapoptotic Bcl-2 family proteins is commonly related with tumor maintenance, progression, and chemoresistance. Inhibition of these antiapoptotic proteins is an attractive approach for cancer therapy. Guided by nuclear magnetic resonance (NMR) binding assays, a series of 5,5' substituted compound 6a (Apogossypolone) derivatives was synthesized and identified pan-active antagonists of antiapoptotic Bcl-2 family proteins, with binding potency in the low micromolar to nanomolar range. Compound 6f inhibits the binding of BH3 peptides to Bcl-X(L), Bcl-2, and Mcl-1 with IC(50) values of 3.10, 3.12, and 2.05 muM, respectively. In a cellular assay, 6f potently inhibits cell growth in several human cancer cell lines in a dose-dependent manner. Compound 6f further displays in vivo efficacy in transgenic mice and demonstrated superior single-agent antitumor efficacy in a PPC-1 mouse xenograft model. Together with its negligible toxicity, compound 6f represents a promising drug lead for the development of novel apoptosis-based therapies for cancer.",cancer
"Squamous cell carcinoma secondary to Buruli ulcer: a clinical case report in a young girl. Buruli Ulcer, a common tropical disease, is endemic in West Africa in particular in Cote d'Ivoire, where it represents the second mycobacterial disease after Tuberculosis. The late diagnosis and treatment as well as, the lack of surveillance, lead to large skin ulcerations, local or multifocal osteomylitis and some time it may lead to neoplasia which contribute to worse the prognosis of the patient. We presented a case report in a girl of 16 years old, who died from an aggressive squamous cell carcinoma of the upper limb secondary to Buruli Ulcer. This case report showed the importance of early detection and treatment, a specific surveillance for Buruli Ulcer infected patients, a need for them to be vigilant and to report any suspected skin lesions even after healing, and the need for a good prevention strategy in Buruli Ulcer endemic areas.",cancer
"Protection of ovarian tissue from radiotherapy. Advances researches in the diagnosis and treatment of childhood, adolescent and adult cancer have greatly increased the life expectancy of premenopausal women with cancer. However, one of the serious side effects of these treatments is the risk of damage to fertility. The ovaries are very sensitive to cytotoxic and radiotherapeutic treatment. The only established method of fertility preservation is embryo cryopreservation according to the Ethics Committee of the American Society for Reproductive Medicine (2005), but this option requires the patient to be of pubertal age, have a partner or use donor sperm, and be able to undergo a cycle of ovarian stimulation, which is not possible when the radiotherapy has to be initiated immediately or when stimulation is contraindicated according to the type of cancer. For patients who need immediate radiotherapy, cryopreservation of ovarian tissue is the only possible alternative. This manuscript reports the different techniques of cryopreservation and the results of transplantation of cryopreserved ovarian tissue. The current techniques allow cryopreservation of human ovarian fragments for a long time with good follicular survival rate after thawing. Numerous studies ultimately in this field have demonstrated to improve the survival rate of the oocytes and cryopreserved follicles. Moreover this manuscript includes a case of a 17-year-old girl who had to undergo pelvic irradiation for non-Hodgkin's lymphoma and the laparoscopic treatment to preserve the fertility (Fig. 2, Ref. 47).",cancer
"Specificity and sensitivity of differentiation antigens in superficial soft tissue tumors: comparison of SMA, calponin, H-caldesmon, C-kit, PLAP and HPL. We examined the expression pattern of smooth muscle actin (SMA), h-caldesmon (HCD), calponin (CALP), placental alkaline phosphatase (PLAP) and human placental lactogen (HPL) in benign and malignant spindle cell superficial soft tissue tumors in order to determine the role of these markers in differential diagnosis. Archival tissue from 38 patients with superficial smooth muscle cell and so-called fibrohistiocytic tumors (8 benign fibrous histiocytomas (BFHs), 6 dermatofibrosarcoma protuberans (DFPT), 9 malignant fibrous histiocytomas (MFHs), 9 leiomyomas (LMs) and 6 leiomyosarcomas (LMSs)) were immunostained with antibodies against SMA, HCD, CALP, PLAP and HPL. smooth muscle cell (SMC) tumors showed significantly high immunopositivity for HCD than that of so-called fibrohistiocytic tumors (p is less than or equal to 0.05) but 1/3 of DFPT and MFH cases and half of BFH cases also showed HCD immunopositivity; thus, this difference is debatable and not highly discriminative as expected. All tumor groups showed 100% immunopositivity for CALP. SMC tumors displayed significantly stronger and more widespread immunostaining pattern for PLAP than so-called fibrohistiocytic tumors (p < 0.05). Superficial soft tissue tumors did not express c-kit. In conclusion, HCD and PLAP can be used as ancillary immunomarkers in differential diagnosis of SMC tumors (Tab. 2, Fig. 7, Ref. 37).",cancer
"Recent epidemiological results of thyroid cancer in the most radiated territory in Poland. In this report the authors evaluate epidemiological evidence of thyroid cancer cases in a highly radiated territory in Poland--i.e. in the province of Opole after 1986. The analysis - based on logistic regression modelling of registered thyroid cancer and an ecological covariate (137Cs concentration)--shows differences in incidence in six distinguished radiation zones and two equal periods. The results of this study indicate a significant increase in incidence of thyroid cancer in 1995-2002 in males and in females comparing to the years 1987-1994. Moreover, a considerable rise of incidences has been noticed in the elevated isotope's concentration zones in females across the province in the analyzed periods. The data comprises all the thyroid cancer cases registered in Opole province in the years 1987-2002. The data originated from the Provincial Cancer Registry in Opole. The information on 137Cs concentrations was derived from the Polish Geological Institute in Warsaw. The computation was performed using WinBUGS software.",cancer
Support for men newly diagnosed with prostate cancer. This article discusses the findings of a multi-hospital satisfaction survey of men with newly diagnosed prostate cancer. The survey was designed to enable direct comparison with a previously published satisfaction survey conducted by the Prostate Cancer Charity. Results showed that the nurse specialist is a valuable resource for patients and has an important role in maintaining standards of care.,cancer
"The skin cancer prevention framework: a comprehensive tool for population-level efforts in skin cancer. The Skin Cancer Prevention Team (SCPT) required a comprehensive approach for guiding its efforts in population-level skin cancer prevention. After identifying and reviewing several models, it concluded that an appropriate population-level model applicable to the Alberta context did not exist. Thus, the SCPT, under the Alberta Health Services - Cancer Prevention Program, developed and evaluated a model for Alberta. Three inclusion criteria for a comprehensive framework were identified: 1) use an ecological approach to population health; 2) function as a dynamic tool for planning, implementing and evaluating population-level efforts; and 3) address weaknesses in existing theory in population health and health promotion. Theoretical constructs were layered together, on the basis of the criteria, to develop an omnibus framework. The resulting Framework represents a layering of several constructs used in popular health promotion and population health theories. It merges principles of the realist approach to scientific enquiry with principles of ecological theory. The Framework outlines a three-step, dynamic process for planning, implementing and evaluating population-level efforts. It also provides insight into the larger, unifying influences for changes in health outcomes and the complex mechanisms of behaviour change processes at the population level.",cancer
"Burden of malignancy after a primary skin cancer: recurrence, multiple skin cancers and second primary cancers. The current paper summarizes relevant recent research on the high risk of recurrence, multiple skin cancers and second primary cancers in the growing number of people with a history of skin cancer; the ultimate purpose is to better assess the burden of malignancy following skin cancer. A number of challenges exist in identifying and tracking both melanoma and non-melanoma skin cancer (NMSC) cases. Most jurisdictions do not routinely track NMSC cases and, even if they do, it is customary to only include the first diagnosis. There are variable rules for counting multiple melanoma cancers, and recurrences are not considered for either major type of skin cancer. Applying insights from recent studies of this issue to Canadian cancer statistics would increase reported diagnoses of NMSC by about 26% and melanoma by 10% in this country. This approach to a fuller assessment of the burden of skin cancers has been called a ""diagnosis-based incidence approach"" as compared with a ""patient-based incidence approach"". A further issue that is not usually taken into account when assessing the burden of skin cancers is the 20% to 30% elevated risk of noncutaneous second primary cancers following a primary skin tumour. In summary, individuals with skin cancer are subject to a high risk of recurrence, multiple skin cancers and second primary cancers. This burden should be a special concern in the large and growing pool of individuals with a history of skin cancer, as well as among prevention planners.",cancer
"The Second National Sun Survey: overview and methods. The Second National Sun Survey (NSS2) was carried out in 2006 to estimate ultraviolet radiation (UVR) exposure, sun protection and related knowledge, attitudes and beliefs among Canadians. This paper provides a detailed overview of NSS2 methods and discusses the strengths and limitations of the survey. The NSS2 consists of two questionnaires administered to two samples of adults (age 16+ years). The base sample provides in-depth information on UVR exposure, protective behaviours, tanning, and knowledge, attitudes and beliefs about sun safety for adults, as well as some sun behaviour information for a sample of their children aged 1-12 years. The shorter comparison sample facilitates direct comparison with the 1996 first national sun survey. Data were collected using computer-assisted telephone interviewing, and sample weights were computed for all respondents for estimation and analysis of both adult and child data. Base sample interviews were completed for 7,121 adults, of whom 1,437 reported on the sun behaviour of one of their children, and the comparison sample yielded 2,115 interviews. Response rates were 63% for both surveys. The NSS2 provides in-depth and up-to-date UVR exposure information among Canadians. The results of this survey will aid health promotion experts and policy-makers in developing effective programs to minimize UVR exposure. A public use data file and training in statistical analysis of the NSS2 has been made available to data analysts from across Canada. Key strengths and limitations identified in this survey will inform the development and implementation of future sun surveys.",cancer
"The UV index: definition, distribution and factors affecting it. The UV Index was introduced in Canada in 1992 in response to growing concerns about the potential increase of ultraviolet (UV) radiation due to ozone depletion. The index was adopted as a standard indicator of UV levels by the World Meteorological Organization and World Health Organization in 1994. This survey article gives an overview of the UV Index and the main features of its geographical distribution. UV index values are determined from measurements made by ground-based spectrometers, broad-band filter radiometers and multi-filter radiometers. Radiative transfer models are used to estimate UV Index values from other types of geophysical observations, primarily column ozone and cloud thickness. UV Index values can also be retrieved from satellite measurements of atmospheric ozone and cloud cover. Forecasts of UV Index values are now widely available and are intended to be used by the public as a guide to avoid excessive exposure to UV radiation. Over the US and Canada, mean noontime UV Index values in summer range from 1.5 in the Arctic to 11.5 over southern Texas and can be as high as 20 at high elevations in Hawaii. The UV Index is also often used to quantify UV levels in studies investigating the impact of UV on other biological and photochemical processes. Factors affecting the UV Index, such as the sun elevation, total amount of ozone in the atmosphere, cloud cover, reflection from snow and local pollution, are also discussed. Since its introduction in 1992, the UV Index has become a widely used parameter to characterize solar UV. Information about it can be useful for helping people avoid excessive levels of UV radiation.",cancer
"Electrochemotherapy (ECT), a local therapy, has different effectiveness among tumor types. In breast cancer, its effectiveness is low; therefore, combined therapies are needed. The aim of our study was to combine ECT with PARP inhibitor olaparib, which could inhibit the repair of bleomycin or cisplatin induced DNA damage and potentiate the effectiveness of ECT. The effects of combined therapy were studied in BRCA1 mutated (HCC1937) and non-mutated (HCC1143) triple negative breast cancer cell lines. Therapeutic effectiveness was studied in 2D and 3D cell cultures and in vivo on subcutaneous HCC1937 tumor model in mice. The underlying mechanism of combined therapy was determined with the evaluation of gammaH2AX foci. Combined therapy of ECT with bleomycin and olaparib potentiated the effectiveness of ECT in BRCA1 mutated HCC1937, but not in non-mutated HCC1143 cells. The combined therapy had a synergistic effect, which was due to the increased number of DNA double strand breaks. Addition of olaparib to ECT with bleomycin in vivo in HCC1937 tumor model had only minimal effect, indicating repetitive olaparib treatment would be needed. This study demonstrates that DNA repair inhibiting drugs, like olaparib, have the potential to increase the effectiveness of ECT with bleomycin.",nocancer
"PURPOSE: Xerostomia is one of the multidimensional effects of cancer therapy that can impact on patients' quality of life. This study aims to evaluate the reliability and validity properties of the xerostomia questionnaire. METHODS: The data were retrieved from a randomized, interventional and longitudinal follow-up study of 72 head and neck cancer patients on active oral radiotherapy. Data were retrieved by the Xerostomia Questionnaire, the EORTC-QLQ C30 and EORT QLQ HN35. Data analyzes included intrinsic credibility of affinity Cronbach alpha factor, which is related to validity and cross-sectional validity. RESULTS: The Cronbach's alpha index of the Greek version of the questionnaire was high. Explicitly, the total scale of the questionnaire had an alpha = 0.97, and the individual dimensions - Degree of dryness and the quality of life had an alpha of 0.97 and 0.98 respectively. The xerostomia dimension of the questionnaire has a high positive correlation with QLQ C30 overall (r = 0.61, p < 0.001), and with the HN35 xerostomia dimension (r = 0.63, p < 0.001) which demonstrate its' concurrent validity. The dimensions of the xerostomia questionnaire were highly correlated with the EORTC-QLQ C30 dimensions which supports its' predictive validity. The level of xerostomia and the quality of life varied according to the level of pain of the patients (p < 0.001) that support the cross-sectional validity of the questionnaire. CONCLUSION: The Greek version of the xerostomia questionnaire is a reliable and valid tool for use in head and neck cancer patients on active oral radiotherapy.",nocancer
"In recent times, the development of functionalized nanoparticle methodology for biomedical applications has become a major challenge. In the present study, we prepared a novel gold nanoparticle (AuNP), named Curto-Cumin AuNP (CC-AuNP), using the biosynthetic process involving Nigella sativa (black cumin) seed extract and membrane vesicles isolated from the novel probiotic strain, Curtobacterium proimmune K3. Various spectrometric and microscopic analyses were performed to characterize the physicochemical properties of the nanoparticles. CC-AuNP exhibited significant cytotoxicity against human gastric adenocarcinoma (AGS) cells but not against normal cells. The toxic effects of the nanoparticles were associated with the excessive production of reactive oxygen species (ROS) in damaged mitochondria. Further, we investigated the molecular mechanisms underlying the cytotoxic effect of CC-AuNP. Results showed that except for B cell lymphoma 2 (Bcl-2), the intracellular apoptotic signaling molecules, such as p53, Bcl-associated X protein (Bax), and Caspase 9/Caspase 3 were significantly upregulated in AGS cells. ROS production and alterations in mitochondrial membrane potential were observed in AGS cells treated with CC-AuNP. The activation of autophagy flux-related biomarkers, such as LC3b/a, Beclin-1, p62, and Caspase 8, was confirmed by qPCR and western blotting. Autophagy pathway was suppressed in CC-AuNP-treated AGS cells and could not proceed further to the mature state. This was confirmed by the evaluation of both apoptosis and autophagy signaling pathways using autophagy-induced AGS cells treated with rapamycin, a well-studied autophagy activator. Overall, our results showed that CC-AuNP upregulates apoptotic signaling and suppresses the autophagy-related signaling pathway, and thus has potential as an anticancer agent. To our knowledge, the present study is the first to demonstrate that CC-AuNP may serve as novel therapeutic agent against gastric cancer. Furthermore, our study provides preliminary data which can be used to develop novel anticancer candidates and understand their anticancer mechanisms, and seems to be a good starting point for the development of alternative medications based on CC-AuNP.",nocancer
"Conjugation of small molecules such as lipids or receptor ligands to anti-cancer drugs has been used to improve their pharmacological properties. In this work, we studied the biological effects of several small-molecule enhancers into a short oligonucleotide made of five floxuridine units. Specifically, we studied adding cholesterol, palmitic acid, polyethyleneglycol (PEG 1000), folic acid and triantennary N-acetylgalactosamine (GalNAc) as potential enhancers of cellular uptake. As expected, all these molecules increased the internalization efficiency with different degrees depending on the cell line. The conjugates showed antiproliferative activity due to their metabolic activation by nuclease degradation generating floxuridine monophosphate. The cytotoxicity and apoptosis assays showed an increase in the anti-cancer activity of the conjugates related to the floxuridine oligomer, but this effect did not correlate with the internalization results. Palmitic and folic acid conjugates provide the highest antiproliferative activity without having the highest internalization results. On the contrary, cholesterol oligomers that were the best-internalized oligomers had poor antiproliferative activity, even worse than the unmodified floxuridine oligomer. Especially relevant is the effect induced by palmitic and folic acid derivatives generating the most active drugs. These results are of special interest for delivering other therapeutic oligonucleotides.",nocancer
"This paper provides an analytical framework for explaining the practice of diagnostic disclosure by drawing on theoretical developments regarding the question of ""culture in action."" Based on ethnographic and interview data collected from fieldwork at a major cancer hospital in China from 2015 to 2019, this paper explains how doctors and family members make decisions about diagnostic disclosure. We argue that it is important to understand the practice of diagnostic disclosure as motivated by the actors' values on the one hand, and constrained and enabled by the actors' skills on the other hand. It is also necessary to distinguish between personal and public values, as well as medical and interpersonal skills. Based on these distinctions, we will be better equipped to explain why diagnostic disclosure has encountered difficulties in family-centered societies, such as China.",nocancer
"PURPOSE: To compare a newly developed preoperative computed tomography physical status (CT-PS) score with the American Society of Anesthesiology performance status (ASA-PS) scale in the assessment of patient preoperative health status and stratification of perioperative risk before left colectomy. MATERIALS AND METHODS: Preoperative chest-abdomen-pelvis CT examinations of patients who were scheduled to undergo elective laparoscopic left colonic resection for cancer in two centers were reviewed by two radiologists blinded to clinical data for the presence of several key imaging features in order to assess general, cardiac, pulmonary, abdominal, renal, vascular and musculoskeletal status. CT examinations of patients from center 1 were used to build a CT-PS score to predict ASA-PS>=III. CT-PS score was further validated using an external cohort of patients from center 2. RESULTS: During a 2-year period, 117 consecutive patients (63 men, 54 women; mean age, 65+-13 [SD] years; age range: 53-90 years) who underwent laparoscopic left colectomy for cancer in center 1 (66 patients, building cohort) and center 2 (51 patients, validation cohort) were retrospectively included. Ninety-one percent of patients were ASA-PS 1-2. Overall postoperative morbidity was 23% and severe morbidity 12%. The area under the receiver operating characteristic curve of CT-PS score was 0.968 (95% CI: 0.901-1.000) in the building cohort and 0.828 (95% CI: 0.693-0.963) in the validation cohort. The optimal thresholds yielded 87% (95% CI: 83-91%) sensitivity and 100% (95% CI: 91-100%) specificity in the building cohort and 75% (95% CI: 69-81%) sensitivity and 83% (95% CI: 77-88%) specificity in the validation cohort for the prediction of ASA-PS. CONCLUSION: Preoperative chest-abdomen-pelvis CT thoroughly and wisely read is highly accurate to differentiate patients with ASA-PS I/II from those with ASA-PS III/IV before left colectomy.",nocancer
"A new series of mollugin-1,2,3-triazole derivatives were synthesized using a copper(I)-catalyzed Huisgen 1,3-dipolar cycloaddition reaction of corresponding O-propargylated mollugin with aryl azides. All the compounds were evaluated for their cytotoxicity on five human cancer cell lines (HL-60, A549, SMMC-7721, SW480, and MCF-7) using MTS assays. Among the synthesized series, most of them showed cytotoxicity and most of all, compounds 14 and 17 exhibited significant cytotoxicity of all five cancer cell lines.",nocancer
