text,class
"Repeatability of metabolically active volume measurements with 18F-FDG and 18F-FLT PET in non-small cell lung cancer. In addition to tumor size measurements with CT, there is a need for quantitative measurements of metabolic active volumes, possibly adding to tracer uptake measurements in oncologic response evaluation with PET. The aim of this study was to evaluate the metabolic volume test-retest variability in (18)F-FDG and 3'-deoxy-3'-(18)F-fluorothymidine ((18)F-FLT) PET studies for various commonly used volumes of interest (VOIs) and the dependence of that variability on lesion size and relative radiotracer uptake. METHODS: Twenty non-small cell lung cancer patients were scanned twice with (18)F-FDG (n = 11) or (18)F-FLT (n = 9). VOIs were defined on images reconstructed with normalization- and attenuation-weighted ordered-subset expectation maximization using 4 isocontours (A41%, A50%, and A70% thresholds, adapted for local background, and 50% threshold, uncorrected for background). Statistical analysis comprised intraclass correlation coefficients and Bland-Altman analysis. RESULTS: In the (18)F-FDG and (18)F-FLT groups, 34 and 20 lesions, respectively, were analyzed. Median volumes at the A50% threshold were 3.31 and 2.19 mL (interquartile range, 1.91-8.90 and 1.52-7.27 mL) for (18)F-FDG and (18)F-FLT, respectively. Intraclass correlation coefficients were greater than 0.9, with the exception of the A70%-based metabolic volumes for (18)F-FLT. For lesions greater than 4.2 mL, repeatability coefficients (RCs = 1.96 x SD) of the percentage difference ranged from 22% to 37% for (18)F-FDG and from 39% to 73% for (18)F-FLT, depending on the VOI method being used. Repeatability was better for larger tumors, but there was no dependence on absolute uptake (standardized uptake value). CONCLUSION: Results indicate that changes of greater than 37% for (18)F-FDG and greater than 73% for (18)F-FLT (1.96 x SD) for lesions with A50% metabolic volumes greater than 4.2 mL represent a biologic effect. For smaller lesions (A50% VOI < 4.2 mL), an absolute change of 1.0 and 0.9 mL for (18)F-FDG and (18)F-FLT, respectively, is biologically relevant. Considering the balance between the success rate of automatic tumor delineation and repeatability of metabolic volume, a 50% threshold with correction for local background activity (A50%) seems optimal among the VOI methods evaluated.",cancer
Molecular mechanisms of bone 18F-NaF deposition. There is renewed interest in (18)F-NaF bone imaging with PET or PET/CT. The current brief discussion focuses on the molecular mechanisms of (18)F-NaF deposition in bone and presents model-based approaches to quantifying bone perfusion and metabolism in the context of preclinical and clinical applications of bone imaging with PET.,cancer
"Improvement of early 18F-FDG PET interpretation in diffuse large B-cell lymphoma: importance of the reference background. This study investigated whether the reference background above which a residual mass is considered positive in the International Harmonization Project criteria should be modified for early (18)F-FDG PET evaluation. METHODS: In 92 patients with newly diagnosed diffuse large B-cell lymphoma, the maximal standardized uptake value (SUVmax) was measured on post-cycle 2 PET in the most intense residual mass (or, in the case of negative PET findings, in the area of most intense tumor uptake before therapy), in the mediastinal blood pool (MBP) and the liver, as potential reference background tissues. RESULTS: With MBP as a reference (SUVmax, 2.0 +/- 0.6), PET was unable to distinguish early responders from nonresponders. In contrast, with liver as a reference (SUVmax, 2.5 +/- 0.7), 2-y progression-free survival was significantly different between patients with PET-negative findings (81.8% [95% confidence interval, 71%-93%]) and patients with PET-positive findings (51.8% [95% confidence interval, 35%-69%], P = 0.003). CONCLUSION: When assessing early response, particularly in risk-adapted therapeutic trials, it seems preferable to refer to a background tissue (liver) with a higher level of uptake than that of current international criteria (MBP) which were designed for end-of-treatment evaluation.",cancer
"18F-FDG PET/CT for the prediction and detection of local recurrence after radiofrequency ablation of malignant lung lesions. The utility of (18)F-FDG PET/CT for response assessment in malignant lung tumors treated with radiofrequency ablation (RFA) and for the detection and prediction of local recurrence was investigated. METHODS: Between December 17, 2003, and April 9, 2008, 68 consecutive patients (mean age, 68 y) with 94 pulmonary lesions, including metastases (n = 38) and primary lung cancers (n = 44), underwent RFA. Because of inadequate imaging follow-up in 12 patients, only 82 lesions were analyzed (CT scans, n = 82; (18)F-FDG PET/CT scans, n = 62). The median follow-up was 25 mo (range, 12-66 mo). A baseline study was defined as (18)F-FDG PET/CT performed no more than 3 mo before RFA. The first postablation scan was defined as PET/CT performed between 1 and 4 mo after RFA; additional follow-up studies were obtained in some cases between 6 and 12 mo after RFA. The unidimensional maximum diameter of the lesion was recorded on a pretherapy diagnostic CT scan or on the CT component of a pretherapy (18)F-FDG PET/CT scan, whichever was obtained most recently, using lung windows. Maximum standardized uptake values (SUVs) were recorded for all lesions imaged by (18)F-FDG PET/CT. (18)F-FDG uptake patterns on post-RFA scans were classified as favorable or unfavorable. Survival and recurrence probabilities were estimated using the Kaplan-Meier method. Uni- and multivariate analyses were also performed. RESULTS: Before RFA, factors predicting greater local recurrence-free survival included initial lesion size less than 3 cm (P = 0.01) and SUV less than 8 (P = 0.02), although the latter was not an independent predictor in multivariate analysis. Treated metastases recurred less often than treated primary lung cancers (P = 0.03). Important post-RFA factors that related to reduced recurrence-free survival included an unfavorable uptake pattern (P < 0.01), post-RFA SUV (P < 0.01), and an increase in SUV over time after ablation (P = 0.05). CONCLUSION: (18)F-FDG PET/CT parameters on both preablation and postablation scans may predict local recurrence in patients treated with RFA for lung metastases and primary lung cancers.",cancer
"Culture of omentum-induced regenerating liver yielded hepatocyte-committed stem cells. Earlier we showed that when omentum, activated by inert particles, is allowed to fuse to a wedge cut in the liver, it induces stem cell proliferation in the liver resulting in massive liver regeneration. Here, we attempt to culture stem cells from the omentum-induced regenerating liver tissue. Cells from regenerating liver tissue were harvested and cultured. Cultured cells were characterized by immune staining, fluorescence activated cell sorting analysis, growth factor assay, in vitro differentiation, and their ability to engraft to injured sites in vivo. Culture yielded cells with a mesenchymal stem cell phenotype that could be maintained in culture indefinitely. These cells, called regenerating liver stem cells, expressed both adult and embryonic stem cell markers, secreted high levels of vascular endothelial growth factor, and expressed albumin. When grown on matrigel in the presence of hepatocyte growth factor, these cells differentiated into hepatocyte-like cells in culture, but they did not differentiate to adipogenic and osteogenic lineages when grown in specific differentiation medium. The differentiated cells expressed alpha-fetoprotein and secreted high levels of albumin and urea. After systemic injection, the undifferentiated cells engrafted only to the injured sites in the liver and not to the normal areas of the liver. In conclusion, omentum-induced regenerating liver yields hepatocyte-committed stem cells in culture. Such cells could prove to be useful in cell transplantation therapies.",cancer
"Higher levels of GATA3 predict better survival in women with breast cancer. The GATA family members are zinc finger transcription factors involved in cell differentiation and proliferation. GATA3 in particular is necessary for mammary gland maturation, and its loss has been implicated in breast cancer development. Our goal was to validate the ability of GATA3 expression to predict survival in breast cancer patients. Protein expression of GATA3 was analyzed on a high-density tissue microarray consisting of 242 cases of breast cancer. We associated GATA3 expression with patient outcomes and clinicopathologic variables. Expression of GATA3 was significantly increased in breast cancer, in situ lesions, and hyperplastic tissue compared with normal breast tissue. GATA3 expression decreased with increasing tumor grade. Low GATA3 expression was a significant predictor of disease-related death in all patients, as well as in subgroups of estrogen receptor-positive or low-grade patients. In addition, low GATA3 expression correlated with increased tumor size and estrogen and progesterone receptor negativity. GATA3 is an important predictor of disease outcome in breast cancer patients. This finding has been validated in a diverse set of populations. Thus, GATA3 expression has utility as a prognostic indicator in breast cancer.",cancer
"Expression of master regulatory genes controlling skeletal development in benign cartilage and bone forming tumors. Recent progress in skeletal molecular biology has led to the clarification of the transcriptional mechanisms of chondroblastic and osteoblastic lineage differentiation. Three master transcription factors-Sox9, Runx2, and Osterix-were shown to play an essential role in determining the skeletal progenitor cells' fate. The present study evaluates the expression of these factors in 4 types of benign bone tumors-chondromyxoid fibroma, chondroblastoma, osteoid osteoma, and osteoblastoma-using immunohistochemistry and tissue microarrays. Osteoid osteoma and osteoblastoma showed strong nuclear expression of Osterix and Runx2. In contrast, only a few chondroblastomas showed positive nuclear expression of Osterix. Strong nuclear expression of Sox9 was detected in all chondroblastomas, whereas nearly half of the osteoblastomas showed focal weak cytoplasmic expression of Sox9.",cancer
"The epidermal growth factor receptor pathway in relation to pelvic lymph node metastasis and survival in early-stage cervical cancer. The objective of this study is to correlate the expression of epidermal growth factor receptor (EGFR) components with clinical behavior of early-stage cervical cancer. Tissue samples of 336 consecutive Federation of International Gynecologists and Obstetricians stage IB-IIA cervical cancer patients all treated primarily by radical surgery were collected. Clinicopathologic and follow-up data were prospectively obtained during standard treatment and follow-up. As representatives for the EGFR pathway, expression of EGFR, pEGFR, PTEN, pAKT, and pERK was assessed by immunohistochemistry on tissue microarrays. Positive immunostaining was observed for EGFR in 32.1%, for pEGFR in 21.0%, for PTEN in 38.3%, for pAKT in 5.3%, and for pERK in 4.3% of tumor samples. Positive EGFR immunostaining was associated with squamous cell carcinoma of the cervix (odds ratio [OR], 7.41; 95% confidence interval [CI], 3.38-16.23, P < .001), negative pEGFR immunostaining with poor differentiation (OR, 0.39; 95% CI, 0.20-0.73, P = .004), and negative PTEN immunostaining with metastatic pelvic lymph nodes (OR, 0.51; 95% CI, 0.30-0.90, P = .019). In multivariate analysis, only pelvic lymph node metastasis (hazard ratio, 6.11; 95% CI, 3.46-10.77, P < .001) and poor differentiation (hazard ratio, 1.91; 95% CI, 1.12-3.26, P = .018) were related to disease-specific survival. In early-stage cervical cancer, loss of PTEN expression is associated with pelvic lymph node metastasis, suggesting PTEN to be one of the tumor suppressor genes affecting pelvic lymph node metastasis. However, expression of EGFR pathway components does not appear to have prognostic impact in surgically treated early-stage cervical cancer.",cancer
"Significant association between polymorphism of the erythropoietin gene promoter and myelodysplastic syndrome. BACKGROUND: Myelodysplastic syndrome (MDS) may be induced by certain mutagenic environmental or chemotherapeutic toxins; however, the role of susceptibility genes remains unclear. The G/G genotype of the single-nucleotide polymorphism (SNP) rs1617640 in the erythropoietin (EPO) promoter has been shown to be associated with decreased EPO expression. We examined the association of rs1617640 genotype with MDS. METHODS: We genotyped the EPO rS1617640 SNP in 189 patients with MDS, 257 with acute myeloid leukemia (AML), 106 with acute lymphoblastic leukemia, 97 with chronic lymphocytic leukemia, 353 with chronic myeloid leukemia, and 95 healthy controls. RESULTS: The G/G genotype was significantly more common in MDS patients (47/187; 25.1%) than in controls (6/95; 6.3%) or in patients with other leukemias (101/813; 12.4%) (all P < 0.001). Individuals with the G/G genotype were more likely than those with other genotypes to have MDS (odd ratio = 4.98; 95% CI = 2.04-12.13). Clinical and follow up data were available for 112 MDS patients and 186 AML patients. There was no correlation between EPO promoter genotype and response to therapy or overall survival in MDS or AML. In the MDS group, the GG genotype was significantly associated with shorter complete remission duration, as compared with the TT genotype (P = 0.03). Time to neutrophils recovery after therapy was significantly longer in MDS patients with the G/G genotype (P = 0.02). CONCLUSIONS: These findings suggest a strong association between the rs1617640 G/G genotype and MDS. Further studies are warranted to investigate the utility of screening for this marker in individuals exposed to environmental toxins or chemotherapy.",cancer
"Therapeutic molecular targets in human chondrosarcoma. Chondrosarcomas are malignant cartilage tumours. They are poorly responsive to chemotherapy and radiotherapy. Treatment is usually limited to surgical resection; however, survival of patients with high-grade chondrosarcoma is poor, even with wide surgical resection. Induction of apoptosis in chondrosarcoma cells, either directly or by enhancement of the response to chemotherapeutic drugs and radiation, may be a route by which outcome can be improved. In this article, we review potential molecular targets that regulate chondrocyte apoptosis and discuss the experimental evidence for their utility.",cancer
"Obtusilactone A and (-)-sesamin induce apoptosis in human lung cancer cells by inhibiting mitochondrial Lon protease and activating DNA damage checkpoints. Several compounds from Cinnamomum kotoense show anticancer activities. However, the detailed mechanisms of most compounds from C. kotoense remain unknown. In this study, we investigated the anticancer activity of obtusilactone A (OA) and (-)-sesamin in lung cancer. Our results show that human Lon is upregulated in non-small-cell lung cancer (NSCLC) cell lines, and downregulation of Lon triggers caspase-3 mediated apoptosis. Through enzyme-based screening, we identified two small-molecule compounds, obtusilactone A (OA) and (-)-sesamin from C. kotoense, as potent Lon protease inhibitors. Obtusilactone A and (-)-sesamin interact with Ser855 and Lys898 residues in the active site of the Lon protease according to molecular docking analysis. Thus, we suggest that cancer cytotoxicity of the compounds is partly due to the inhibitory effects on Lon protease. In addition, the compounds are able to cause DNA double-strand breaks and activate checkpoints. Treatment with OA and (-)-sesamin induced p53-independent DNA damage responses in NSCLC cells, including G(1) /S checkpoint activation and apoptosis, as evidenced by phosphorylation of checkpoint proteins (H2AX, Nbs1, and Chk2), caspase-3 cleavage, and sub-G(1) accumulation. In conclusion, OA and (-)-sesamin act as both inhibitors of human mitochondrial Lon protease and DNA damage agents to activate the DNA damage checkpoints as well induce apoptosis in NSCLC cells. These dual functions open a bright avenue to develop more selective chemotherapy agents to overcome chemoresistance and sensitize cancer cells to other chemotherapeutics.",cancer
"Phase I/II study of a 3-week cycle of irinotecan and S-1 in patients with advanced colorectal cancer. The combination of an oral fluoropyrimidine derivative, S-1, and irinotecan is expected to be a promising regimen for advanced colorectal cancer. This study was performed to determine the maximum tolerated dose (MTD) and recommended dose (RD) of irinotecan combined with S-1 in a 3-week cycle regimen and to observe the safety and efficacy for patients with previously untreated advanced colorectal cancer. Eighty milligrams per m(2) of S-1 was given orally for 14 consecutive days and escalated doses of irinotecan were administered on days 1 and 8 every 3 weeks in the phase I trial. Forty patients were treated at the RD during the phase II trial. Forty-three patients were enrolled between February 2005 and March 2007. The dose-limiting toxicity was diarrhea and abdominal pain. The MTD of irinotecan was 100 mg/m(2) and the RD was determined to be 80 mg/m(2) of irinotecan combined with 80 mg/m(2) of S-1. The phase II trial showed that 22 of 40 patients achieved a complete or partial response and eight had stable disease. The overall response rate was 55.0%. The median progression-free survival time and median survival time were 6.7 and 21 months, respectively. There were no treatment-related deaths. The main toxicities were leukopenia, neutropenia, anorexia and diarrhea. This study suggests the combination of irinotecan and S-1 repeated every 3 weeks is tolerable and effective for patients with previously untreated advanced colorectal cancer.",cancer
"Cancer incidence and mortality in Indigenous Australians in Queensland, 1997-2006. OBJECTIVE: To examine cancer incidence and mortality in Indigenous Queenslanders. DESIGN, SETTING AND PATIENTS: Assessment of indirectly standardised incidence and mortality ratios for Indigenous Australians in Queensland diagnosed with cancer from 1997 to 2006, compared with the total Queensland population. MAIN OUTCOME MEASURES: Standardised incidence and mortality ratios. RESULTS: Compared with the total Queensland population, Indigenous Queenslanders had a lower overall incidence of cancer (standardised incidence ratio, 0.79; 95% CI, 0.75-0.82), but a higher incidence of some of the more fatal cancer types. Overall cancer mortality was higher (standardised mortality ratio, 1.36; 95% CI, 1.28-1.45) and similar to rates for Indigenous people in other Australian states. CONCLUSION: Cancer rates for Indigenous Queenslanders, a mostly urbanised population, are similar to rates for Indigenous Australians mostly living in remote areas.",cancer
"Twenty-five years of treatment for childhood acute lymphoblastic leukaemia in Western Australia: how do we compare? OBJECTIVES: To compare survival among the subgroup of children with acute lymphoblastic leukaemia (ALL) who were treated at Princess Margaret Hospital for Children (PMH) in Perth, Western Australia, over 25 years under 15 consecutive protocols of the Children's Cancer Group (CCG) with survival for the entire cohort of children in multiple centres treated under CCG protocols in that period; and to highlight the benefits of membership of a large cooperative research group conducting multicentre randomised controlled trials. DESIGN, PARTICIPANTS AND SETTING: Retrospective review of the outcomes of all 311 children with newly diagnosed ALL treated at PMH between 1983 and 2008. MAIN OUTCOME MEASURES: 4-year event-free survival; and 10-year overall survival. RESULTS: Four-year event-free survival for the entire PMH cohort increased from 66% (SE, 6%) for 1983-1987 to 88% (SE, 6%) for 2002-2005, while overall survival over the same period improved from 78% (SE, 5%) to 94% (SE, 4%). Comparisons of outcomes of children treated at PMH with those of the entire CCG cohort, protocol by protocol, revealed similar outcomes. CONCLUSION: Outcomes of children treated at PMH over the 25-year period are equivalent to those of the larger CCG cohort.",cancer
"Symptoms, investigations and management of patients with cancer of the oesophagus and gastro-oesophageal junction in Australia. OBJECTIVE: To document presenting symptoms, investigations and management for Australian patients with oesophageal adenocarcinoma (OAC), gastro-oesophageal junction adenocarcinoma (GOJAC) and oesophageal squamous cell carcinoma (OSCC). DESIGN, SETTING AND PARTICIPANTS: Cross-sectional study of a population-based sample of 1100 Australian patients aged 18-79 years with histologically confirmed oesophageal cancer diagnosed in 2002-2005, using data from cancer registries and treatment centres, supplemented with clinical information collected through medical record review in 2006-2007 and mortality information collected in 2008. MAIN OUTCOME MEASURES: Prevalence of primary symptoms, and staging investigations and treatment modalities used. RESULTS: The primary presenting symptom was dysphagia, which was self-reported by 41%, 39% and 48% of patients with OAC, GOJAC and OSCC, respectively. Less common symptoms were reflux, chest pain, bleeding and weight loss. All patients underwent endoscopy, most had a staging computed tomography scan (OAC 93%, GOJAC 95% and OSCC 93%), and about half had positron emission tomography scans (OAC 51%, GOJAC 44% and OSCC 42%). Pretreatment tumour stage was reported in 25% of records, and could be derived from results of investigations in a further 23%, but the remaining half lacked sufficient information to ascribe a pretreatment stage. Curative treatments were attempted for 60% of OAC, 88% of GOJAC and 65% of OSCC patients. Surgery was performed on 52% of OAC, 83% of GOJAC and 41% of OSCC patients. About two-thirds of surgical patients received additional therapies. CONCLUSIONS: With anticipated increases in oesophageal cancer incidence, the resources required to diagnose and manage patients with oesphageal cancer are also likely to rise. Our data provide a baseline from which to plan for the future care of patients with cancers of the oesophagus.",cancer
"Obesity and microvascular invasion in hepatocellular carcinoma. BACKGROUND: We hypothesized that hepatocellular carcinoma (HCC) patients with higher Body Mass Index (BMI) might have more microvascular invasion (MVI) in their tumors. METHODS: Records from 138 consecutive patients who underwent surgery at Columbia University Medical Center from January 1, 2002 to January 9, 2008 were evaluated. RESULTS: 40 patients (29%) had MVI, including 14% with BMI <25, 31% with BMI = 25-30, and 40% with BMI >30 (p = .05). However, only maximum alpha-fetoprotein was significantly associated with overall mortality in a Cox model. CONCLUSIONS: MVI was associated with obesity. A better understanding of the mechanism of this association may lead to interventions for the treatment and prevention of HCC.",cancer
Huge endometriosis presenting like an ovarian tumor: CT appearance. A 32-year-old female with a clinical history of abdominal swelling underwent CT of the abdomen. A huge biloculated cystic mass with a mural nodule in the abdominal and pelvic region was seen. The lesion showed slightly homogeneous enhancement. The imaging findings suggested an ovarian tumor. Histopathological evaluation after surgical resection revealed that the lesion was a bilateral ovarian endometriosis.,cancer
"Ovarian torsion; early diagnosis by MRI to prevent irreversible damage. BACKGROUND: Early diagnosis of ovarian torsion can help prevent irreversible damage to the adnexal structures in women desiring to maintain fertility. CASE: The patient was transferred by ambulance for a six-hour history of severe lower abdominal pain. Magnetic resonance imaging (MRI) revealed bilateral enlarged ovaries measuring 5 x 6 cm (right) and 4 x 5 cm (left) with a right twisted and thickened peduncle. Ultrasonography failed to detect the peduncle changes. At surgery, the right adnexa was twisted 180 degrees in a clockwise direction with no findings suggestive of gangrenous change, hemorrhagic infarction or ischemic change. Detorsion of the twisted ovary was performed. CONCLUSION: Detection of tube torsion at MRI may be useful in the preoperative evaluation for surgical detorsion of twisted adnexa encountered in enlarged ovaries.",cancer
"Pregnancy and adnexal torsion: analysis of 20 cases. OBJECTIVE: To study the clinical profile, management and outcome of pregnancy complicated by adnexal torsion. METHODS: All pregnancy cases complicated by adnexal torsion admitted between January 2001 and January 2009 were analyzed. RESULTS: The total number of pregnant cases was 20. Age range of pregnant women with adnexal torsion was 18 to 42 years. Of these cases 70% were seen in the first and second trimester. Seventy percent of cases were operated by the laparotomy route and 30% by laparoscopy. Salpingo-oophorectomy was performed in 70% of cases and detorsion in 30% of cases. Histopathologic examinations revealed five patients (25%) had serous cystadenoma, four patients (20%) mucinous cystadenoma, six patients (20%) dermoid cyst and five patients (25%) hemorrhagic cyst. CONLUSIONS: Adnexal torsion as a differential diagnosis of acute abdomen in pregnancy should be considered and we recommend early surgical treatment that will save the adnexa.",cancer
"Is insulin-dependent diabetes and obesity a predisposition for endometrial and pancreatic carcinoma? Among 178 patients operated for endometrial carcinoma during a five-year period, 17 were re-operated at the Institute of Surgery (9.5%) because of pancreatic head carcinoma. The frequency of insulin-dependent diabetes was pointed out in patients-- 28% of those who were first diagnosed with endometrial carcinoma. Moreover in the same group diagnosed with endometrial carcinoma, we found 17 to have pancreatic carcinoma, and among those there were 12 cases that had diabetes (70.58%).",cancer
"Serum retinol-binding protein-4 levels in polycystic ovary syndrome patients undergoing controlled ovarian hyperstimulation for in-vitro fertilization cycle. AIMS: To determine serum retinol-binding rotein 4 (RBP-4) levels in polycystic ovary syndrome (PCOS) patients undergoing controlled ovarian hyperstimulation (COH) for an in vitro fertilization-embryo transfer (IVF-ET) cycle and the possible correlation to COH variables. PATIENTS AND METHODS: 11 consecutive PCOS patients undergoing our routine IVF flexible multidose gonadotropin-releasing hormone (GnRH)-antagonist protocol. Blood was drawn three times during the COH cycle: (1) day 1 or 2 of menstruation, and prior to gonadotropin administration (Day-S) (Day-S); (2) day of or prior to human chorionic gonadotropin (hCG) administration (Day-hCG); and (3) day of ovum pick-up (Day-OPU). Levels of estradiol and serum RBP-4 were compared among the three time points. Serum RBP-4 was measured with a commercial immunoassay. RESULTS: Results showed significantly lower levels of serum RBP-4 on Day-OPU and Day-hCG than on Day-S. Though significant correlations were observed between serum RBP-4 and body mass index, fasting glucose or glucose to insulin ratio, no correlations were found between serum RBP-4 and IVF treatment variables or pregnancy rate. CONCLUSION: While serum RBP-4 decreases during COH for IVF, there is apparently no correlation of serum RBP-4 levels with IVF treatment variables or outcome.",cancer
"Groin recurrence following stage IA squamous cell carcinoma of the vulva with negative nodes on superficial inguinal lymphadenectomy. PURPOSE OF INVESTIGATION: Stage IA vulvar cancer with a depth of stromal invasion less than 1 mm is generally managed by wide local excision alone since there is less than 1% risk of lymph node involvement. CASE: A 62-year-old patient was admitted to a university hospital with a suspicious vulvar lesion. RESULTS: We present the first case of inguinal node and a possible contralateral pubic ramus recurrence following bilateral superficial inguinal lymphadenectomy and wide local resection for Stage 1A vulvar cancer. CONCLUSION: There is no evidence that extended radical surgery provides a better overall survival or reduces recurrence rate in Stage 1A vulvar carcinomas. Conservative vulvar resection and sentinel node dissection seem to be a rational choice. Nevertheless the disease may recur in the inguinal areas and frequently be lethal, therefore close surveillance and early attempts to treat the recurrent disease before infection and inflammation ensues should be the aim of current treatment strategies.",cancer
"Chemotherapy with low-dose bevacizumab and carboplatin in the treatment of a patient with recurrent cervical cancer. Management of patients with recurrent or advanced cervical cancer is a challenge. Concurrent chemotherapy has become the mainstay of treatment and platinum remains the most effective single agent. Combinations of other agents have not demonstrated significant advantages. The application of angiogenesis inhibitors such as bevacizumab, an antibody inhibiting vascular endothelial growth factor, in metastatic or advanced cervical cancer remains to be evaluated. We present the case of a patient with platinum-resistant recurrent cervical cancer treated with low-dose bevacizumab and carboplatin, with resultant improved disease progression and tolerable toxicity profiles.",cancer
"Serous ovarian cystadenocarcinoma incidentally discovered in a 29-year-old patient: case report. This is a review of a case of Stage I A serous ovarian cystadenocarcinoma in a 29-year-old patient. The patient had no symptoms of illness. She underwent a surgical intervention because of cysts in both of her ovaries. By histopathological examination of the tissue sample taken during the surgical intervention, it was discovered that the patient suffered from a serous cystadenocarcinoma in her left ovary. Five years after the surgical intervention there have been no symptoms of relapse.",cancer
"Ovarian carcinomatosis presenting as bilateral inguinal hernia: a brief report. The differential diagnosis for what may seem an inguinal hernia may be complex, as lateral pain may be of many types of origin. We report the case of a 48-year-old female patient who presented with a history of painful, progressively protruding soft bulging masses over the bilateral inguinal area and a 20-year history of head cancer and hepatitis B virus. Pathological analysis, gynecological ultrasound and abdominal computed tomography scan were required to make final determination. Final diagnosis was Stage IV ovarian carcinomatosis, which responded to chemotherapy. Initial diagnosis of inguinal hernia should not rule out other potential diagnoses, particularly in complex cases with other risk factors.",cancer
"Liver resection for metastases arising from recurrent granulosa cell tumour of the ovary--a case series. Ovarian granulosa cell tumours (GCT) occur rarely and represent 2-3% of all ovarian tumours. Regarded as tumours with low malignant potential and renowned for late recurrences, these tumours occasionally metastasize to the liver. We present our experience with three patients who underwent secondary cytoreductive surgery including liver resection for recurrence of the disease resulting in greatly improved quality of life and disease-free interval.",cancer
"Ovarian metastasis of a primary renal cell carcinoma: case report and review of literature. Ovarian metastases from renal cell carcinoma (RCC) are very rare, with only 23 cases reported in the literature. We report a case of 54-year-old women who developed bilateral ovarian metastasis 39 months after diagnosis of clear cell carcinoma. Total abdominal hysterectomy with bilateral salpingo-oophorectomy was carried out. Subsequently she was treated with sunitinib and her disease stabilized. She is still alive four years after diagnosis of the renal primary, and disease has stabilized on sunitinib. We conclude that, although rare, the possibility of metastatic RCC should be considered in the differential diagnosis of clear cell tumors of the ovary. Due to therapeutic and prognostic implications, it is very important to differentiate if the tumor is a primary ovarian tumor or a metastasis from a renal cell carcinoma. Early diagnosis of this rare metastatic tumor results in prompt treatment and prolonged patient survival.",cancer
Three-dimensional power Doppler color ultrasonographic features of a minimal deviation adenocarcinoma of the uterine cervix. A case of minimal deviation adenocarcinoma of the cervix in a 34-year-old female is presented. The ultrasonographic and three-dimensional power Doppler color studies revealed a nodular cervical lesion with vascularization more prominent in the center of the nodule but also present at the periphery. The imaging diagnosis was suggestive of a myoma but with more vascularization than a conventional one.,cancer
"Metastatic and recurrent adenocarcinoma of the uterine cervix: a long-term survival of 16 years. PURPOSE OF INVESTIGATION: Recurrent metastatic adenocarcinoma of the cervix is associated with an extremely poor prognosis. Treatment options for recurrent disease are limited and cure is extremely rare. CASE REPORT: We report a case of a 43-year-old patient with Stage IB adenocarcinoma of the cervix. She had multiple metastatic recurrence episodes salvaged with several radical surgeries, external and intraoperative irradiation, and chemotherapy over a survival period of 16 years. CONCLUSION: We conclude that long-term multi-modal salvage treatment may achieve longer survival in rare cases with recurrent metastatic adenocarcinoma of the cervix.",cancer
"A benign metastasizing leiomyoma involving a nodule in the pulmonary artery: case and literature review. Benign metastasizing leiomyoma (BML) is a rare disease defined as a primary benign uterine tumor with ""metastatic"" lesions preferentially occurring in the lung, pelvis and lymph nodes. There are few reports about local recurrence after initial surgery. We report a case of a BML with local recurrence and metastasis growing into the wall of the left pulmonary artery, diagnosed 11 years after initial hysterectomy. A 55-year-old woman complaining of abdominal discomfort, heaviness and asthenia was admitted to our hospital for investigation of a voluminous uterine mass with high vascularization and three pulmonary nodules. The resection of the mass by laparotomy was complicated by uncontrolled severe hemorrhage due to vascular proliferation, requiring multiple transfusions, packing the cavity and postoperative uterine artery embolization. Three months later the patient underwent a left upper lobe lobectomy with the aim of removing the largest pulmonary nodule, a nodule a located in the lingular branch of the left pulmonary artery. The comparison of hysterectomy and lobectomy pieces showed a similar aspect, leading thus to the diagnosis of BML. Awareness of this rare entity should potentially avoid under-diagnosis and difficulties due to hemorrhage during surgery.",cancer
"Evaluation of preoperative diagnosis with results of histopathological examinations of ovarian tumors in women of reproductive age. Ovarian tumors are the most frequent lesions encountered by gynecologists. Ovarian carcinoma most often develops asymptomatically and until now no sufficient screening diagnostic methods have been developed, which is why various diagnostic methods are being tried concurrently to increase diagnostic sensitivity. The aim of this paper was to evaluate the compliance of the preoperative diagnoses with the results of histopathological examinations of ovarian tumors and to determine the usefulness of simultaneous application of gynecological, ultrasonographic, and Doppler examinations together with determination of CA-125 antigen in the diagnostic process of ovarian tumors. The study comprised a group of 250 women in reproductive age who were operated on for tumors of the ovary. Results of histopathological examinations were compared with the preoperative diagnosis based on the above-mentioned examinations and prognostic indicators: sensitivity, specificity, negative and positive prediction value as well as accuracy were determined. The results showed that combining the four diagnostic methods is a useful research panel in the preoperative diagnostic process of ovarian tumors and makes selecting the appropriate procedure and surgical treatment viable.",cancer
